Veg_Pot,Annee,PlacetteID,origTreeID,Espece,Etat,Nombre,DHPcm,Type_Eco,reg_eco,Altitude,PTot,TMoy,Cl_Drai,hauteur_pred,milieu,sdom_bio,GrEspece,vol_dm3
FE2,2055,FE22,2,BOP,vivant,0.508258770419385,24.7,FE22,3c,250,1312,2,30,20.9999459757766,2,3E,BOP,427.795186157379
FE2,2025,FE22,3,CET,vivant,1,15,FE22,3c,250,1312,2,30,18.1648859663268,2,3E,CET,113.602622097676
FE2,2035,FE22,3,CET,vivant,0.862154662731362,19,FE22,3c,250,1312,2,30,20.1366760141076,2,3E,CET,219.559297067236
FE2,2045,FE22,3,CET,vivant,0.734481237602958,22.1,FE22,3c,250,1312,2,30,21.4586515188645,2,3E,CET,325.463639757077
FE2,2055,FE22,3,CET,vivant,0.616797783663528,24.8,FE22,3c,250,1312,2,30,22.4986362814305,2,3E,CET,435.706144437048
FE2,2025,FE22,4,EPB,vivant,1,15,FE22,3c,250,1312,2,30,12.9009814516235,2,3E,EPX,92.9370926542776
FE2,2035,FE22,4,EPB,vivant,0.866666902656747,18.9,FE22,3c,250,1312,2,30,15.1155727023679,2,3E,EPX,181.771012145105
FE2,2045,FE22,4,EPB,vivant,0.728727211943697,22.2,FE22,3c,250,1312,2,30,16.7301049728501,2,3E,EPX,280.012552486106
FE2,2055,FE22,4,EPB,vivant,0.604806195568879,25.1,FE22,3c,250,1312,2,30,17.9905476582322,2,3E,EPX,383.926367999117
FE2,2025,FE22,5,ERP,vivant,1,15,FE22,3c,250,1312,2,30,14.8596793730269,2,3E,ERP,91.3521870762737
FE2,2035,FE22,5,ERP,vivant,0.417775501646721,18,FE22,3c,250,1312,2,30,15.9862124951356,2,3E,ERP,151.864849049931
FE2,2045,FE22,5,ERP,vivant,0.113998148780898,20,FE22,3c,250,1312,2,30,16.6260742378617,2,3E,ERP,199.936336318964
FE2,2055,FE22,5,ERP,vivant,0.0255489464769447,21.5,FE22,3c,250,1312,2,30,17.0570451921413,2,3E,ERP,240.116246956148
FE2,2025,FE22,6,ERR,vivant,1,15,FE22,3c,250,1312,2,30,16.1696413570451,2,3E,ERR,95.7632630004691
FE2,2035,FE22,6,ERR,vivant,0.900216169900911,19.1,FE22,3c,250,1312,2,30,17.7084408303358,2,3E,ERR,185.836717422092
FE2,2045,FE22,6,ERR,vivant,0.810821423032571,22.7,FE22,3c,250,1312,2,30,18.7919938019477,2,3E,ERR,287.543748071086
FE2,2055,FE22,6,ERR,vivant,0.731196036884508,26,FE22,3c,250,1312,2,30,19.6204645785687,2,3E,ERR,399.922531062881
FE2,2025,FE22,7,ERS,vivant,1,15,FE22,3c,250,1312,2,30,14.8596793730269,2,3E,ERS,91.3521870762737
FE2,2035,FE22,7,ERS,vivant,0.922224382833393,18.7,FE22,3c,250,1312,2,30,16.2192652587383,2,3E,ERS,167.978541229991
FE2,2045,FE22,7,ERS,vivant,0.846401079763575,21.8,FE22,3c,250,1312,2,30,17.1386626533601,2,3E,ERS,248.579093639729
FE2,2055,FE22,7,ERS,vivant,0.779108765417991,24.7,FE22,3c,250,1312,2,30,17.8569742073187,2,3E,ERS,337.746027819327
FE2,2025,FE22,8,FRA,vivant,1,15,FE22,3c,250,1312,2,30,19.9911747224834,2,3E,FRA,114.803793051605
FE2,2035,FE22,8,FRA,vivant,0.920522298395937,21.1,FE22,3c,250,1312,2,30,23.0254564422726,2,3E,FRA,292.780921925948
FE2,2045,FE22,8,FRA,vivant,0.873138326112102,26.7,FE22,3c,250,1312,2,30,25.2534584443431,2,3E,FRA,529.707462755457
FE2,2055,FE22,8,FRA,vivant,0.836743501643711,32,FE22,3c,250,1312,2,30,27.0406882529607,2,3E,FRA,824.479284511611
FE2,2025,FE22,9,HEG,vivant,1,15,FE22,3c,250,1312,2,30,15.1616579988677,2,3E,HEG,101.868296150251
FE2,2035,FE22,9,HEG,vivant,0.957625927590893,19.7,FE22,3c,250,1312,2,30,17.2300750369312,2,3E,HEG,217.384276119908
FE2,2045,FE22,9,HEG,vivant,0.908951391433295,23.9,FE22,3c,250,1312,2,30,18.6705516364944,2,3E,HEG,356.526008188122
FE2,2055,FE22,9,HEG,vivant,0.856090384620533,27.8,FE22,3c,250,1312,2,30,19.7498783691627,2,3E,HEG,516.782860213566
FE2,2025,FE22,10,OSV,vivant,1,15,FE22,3c,250,1312,2,30,16.2383369797408,2,3E,OSV,100.536536609885
FE2,2035,FE22,10,OSV,vivant,0.863229354677806,17.2,FE22,3c,250,1312,2,30,17.1237739473298,2,3E,OSV,147.484968725997
FE2,2045,FE22,10,OSV,vivant,0.711547771064751,18.8,FE22,3c,250,1312,2,30,17.7120639509633,2,3E,OSV,186.863869999055
FE2,2055,FE22,10,OSV,vivant,0.581980889396236,20.2,FE22,3c,250,1312,2,30,18.1943910304081,2,3E,OSV,225.07089830408
FE2,2025,FE22,11,PET,vivant,1,15,FE22,3c,250,1312,2,30,17.9456901356075,2,3E,PEU,120.600625254715
FE2,2035,FE22,11,PET,vivant,0.775436414591232,20.8,FE22,3c,250,1312,2,30,20.6163694483984,2,3E,PEU,292.833372776429
FE2,2045,FE22,11,PET,vivant,0.623571383049983,26.3,FE22,3c,250,1312,2,30,22.4609211606295,2,3E,PEU,524.017960112226
FE2,2055,FE22,11,PET,vivant,0.503821365020666,31.7,FE22,3c,250,1312,2,30,23.8205169399564,2,3E,PEU,816.408324253025
FE2,2025,FE22,12,PRP,vivant,1,15,FE22,3c,250,1312,2,30,17.4654149746951,2,3E,PRP,
FE2,2035,FE22,12,PRP,vivant,0.438967516093177,17.7,FE22,3c,250,1312,2,30,18.6434460423859,2,3E,PRP,
FE2,2045,FE22,12,PRP,vivant,0.140262850995907,19.9,FE22,3c,250,1312,2,30,19.4781353412406,2,3E,PRP,
FE2,2055,FE22,12,PRP,vivant,0.0396692509293394,21.9,FE22,3c,250,1312,2,30,20.1569090218242,2,3E,PRP,
FE2,2025,FE22,13,PRU,vivant,1,15,FE22,3c,250,1312,2,30,10.3117552472437,2,3E,PRU,65.3030418780371
FE2,2035,FE22,13,PRU,vivant,0.946588192654272,18.8,FE22,3c,250,1312,2,30,12.0198598382482,2,3E,PRU,128.545133652564
FE2,2045,FE22,13,PRU,vivant,0.889251682733829,22.2,FE22,3c,250,1312,2,30,13.3473042725185,2,3E,PRU,203.959772926154
FE2,2055,FE22,13,PRU,vivant,0.83581917709505,25.5,FE22,3c,250,1312,2,30,14.490496366878,2,3E,PRU,295.031518943774
FE2,2025,FE22,14,SAB,vivant,1,15,FE22,3c,250,1312,2,30,14.1092781658588,2,3E,SAB,98.9098375256518
FE2,2035,FE22,14,SAB,vivant,0.785488867490503,19.8,FE22,3c,250,1312,2,30,16.7858540671631,2,3E,SAB,214.004311765767
FE2,2045,FE22,14,SAB,vivant,0.544987151547411,23.9,FE22,3c,250,1312,2,30,18.7539862792808,2,3E,SAB,345.848097448285
FE2,2055,FE22,14,SAB,vivant,0.328414271902647,27.6,FE22,3c,250,1312,2,30,20.3400261464072,2,3E,SAB,490.870501923839
FE2,2025,FE22,15,TIL,vivant,1,15,FE22,3c,250,1312,2,30,15.5844279321773,2,3E,TIL,94.875057843511
FE2,2035,FE22,15,TIL,vivant,0.906216102997379,18.2,FE22,3c,250,1312,2,30,17.3015117624875,2,3E,TIL,167.020964091415
FE2,2045,FE22,15,TIL,vivant,0.819437465045424,21.1,FE22,3c,250,1312,2,30,18.6119985487608,2,3E,TIL,249.370267151594
FE2,2055,FE22,15,TIL,vivant,0.747317573358439,23.8,FE22,3c,250,1312,2,30,19.6607980008133,2,3E,TIL,340.902955774884
FE2,2035,FE22,16,,vivant,0.150398394169404,11.6283218955735,FE22,3c,250,1312,2,30,14.0646166755047,2,3E,AUT,44.2825581567472
FE2,2045,FE22,16,,vivant,0.122162738802713,13.9283218955735,FE22,3c,250,1312,2,30,15.1208468400393,2,3E,AUT,80.783791788642
FE2,2055,FE22,16,,vivant,0.0997038078924021,16.1283218955735,FE22,3c,250,1312,2,30,15.9853412139437,2,3E,AUT,123.275882255234
FE2,2035,FE22,17,BOG,vivant,0.15280756317819,10.4885547198133,FE22,3c,250,1312,2,30,15.590737864869,2,3E,BOG,33.7806712995581
FE2,2045,FE22,17,BOG,vivant,0.0900299356629855,11.9885547198133,FE22,3c,250,1312,2,30,16.309077857081,2,3E,BOG,56.9050057646495
FE2,2055,FE22,17,BOG,vivant,0.0533037910362054,13.0885547198133,FE22,3c,250,1312,2,30,16.7849429443552,2,3E,BOG,75.9877914414474
FE2,2035,FE22,18,BOJ,vivant,0.660217471333987,11.5032743217931,FE22,3c,250,1312,2,30,14.0018506893941,2,3E,BOJ,42.5203172592484
FE2,2045,FE22,18,BOJ,vivant,0.554117248047669,15.1032743217931,FE22,3c,250,1312,2,30,15.598078008376,2,3E,BOJ,102.53046574381
FE2,2055,FE22,18,BOJ,vivant,0.472953990813616,18.3032743217931,FE22,3c,250,1312,2,30,16.7294142281013,2,3E,BOJ,172.906143846155
FE2,2035,FE22,19,BOP,vivant,0.458116882235207,11.2561251276118,FE22,3c,250,1312,2,30,15.4574484775405,2,3E,BOP,45.50156495506
FE2,2045,FE22,19,BOP,vivant,0.325575090931433,14.1561251276118,FE22,3c,250,1312,2,30,17.0556779297227,2,3E,BOP,98.4768734068707
FE2,2055,FE22,19,BOP,vivant,0.238829203704491,16.7561251276118,FE22,3c,250,1312,2,30,18.2527436961011,2,3E,BOP,159.131520851053
FE2,2035,FE22,20,CET,vivant,0.714772369466536,11.409815784279,FE22,3c,250,1312,2,30,16.0310138531827,2,3E,CET,45.4219034881467
FE2,2045,FE22,20,CET,vivant,0.571749485317404,14.609815784279,FE22,3c,250,1312,2,30,17.9523498014631,2,3E,CET,105.013723093734
FE2,2055,FE22,20,CET,vivant,0.463183998669055,17.409815784279,FE22,3c,250,1312,2,30,19.3939096628996,2,3E,CET,173.43479554797
FE2,2035,FE22,21,CHX,vivant,0.088034710797193,12.3015805357431,FE22,3c,250,1312,2,30,14.1349208542033,2,3E,CHX,51.9733966521122
FE2,2045,FE22,21,CHX,vivant,0.078683481134207,16.7015805357431,FE22,3c,250,1312,2,30,16.2167756864632,2,3E,CHX,133.255869726752
FE2,2055,FE22,21,CHX,vivant,0.0715289938182101,21.1015805357431,FE22,3c,250,1312,2,30,17.8172065616164,2,3E,CHX,247.446765861133
FE2,2035,FE22,22,,vivant,0.176465165963049,11.5499278136062,FE22,3c,250,1312,2,30,10.5851628790804,2,3E,EPX,38.1446846044697
FE2,2045,FE22,22,,vivant,0.145907519953365,14.6499278136062,FE22,3c,250,1312,2,30,12.6829193673535,2,3E,EPX,86.3806710929219
FE2,2055,FE22,22,,vivant,0.119498907327643,17.4499278136062,FE22,3c,250,1312,2,30,14.3351607229835,2,3E,EPX,145.3234676796
FE2,2035,FE22,23,ERP,vivant,0.475935092725849,10.6981875202325,FE22,3c,250,1312,2,30,12.7750864792422,2,3E,ERP,27.774790950143
FE2,2045,FE22,23,ERP,vivant,0.175607763323014,13.6981875202325,FE22,3c,250,1312,2,30,14.295855666512,2,3E,ERP,69.3119583246581
FE2,2055,FE22,23,ERP,vivant,0.0532688049183344,15.9981875202325,FE22,3c,250,1312,2,30,15.2593637835727,2,3E,ERP,109.963916941143
FE2,2035,FE22,24,ERR,vivant,0.988312489370429,11.2827392185067,FE22,3c,250,1312,2,30,14.3723673988194,2,3E,ERR,36.4507719872686
FE2,2045,FE22,24,ERR,vivant,0.830098006283669,14.3827392185067,FE22,3c,250,1312,2,30,15.9021252380714,2,3E,ERR,84.4920673639158
FE2,2055,FE22,24,ERR,vivant,0.712125542211338,17.2827392185067,FE22,3c,250,1312,2,30,17.0728686046152,2,3E,ERR,142.599393942644
FE2,2035,FE22,25,ERS,vivant,2.18155164123963,11.0426910038157,FE22,3c,250,1312,2,30,12.9679075554182,2,3E,ERS,31.9133285986581
FE2,2045,FE22,25,ERS,vivant,1.87744776418774,13.8426910038157,FE22,3c,250,1312,2,30,14.3609924834224,2,3E,ERS,71.6354160454305
FE2,2055,FE22,25,ERS,vivant,1.65623245204882,16.3426910038157,FE22,3c,250,1312,2,30,15.3912667047564,2,3E,ERS,116.737299343582
FE2,2035,FE22,26,FRA,vivant,0.626519174463895,11.9119558472785,FE22,3c,250,1312,2,30,18.0754546368181,2,3E,FRA,53.3425107434392
FE2,2045,FE22,26,FRA,vivant,0.533703948262659,16.6119558472785,FE22,3c,250,1312,2,30,20.8742606743516,2,3E,FRA,154.227258030232
FE2,2055,FE22,26,FRA,vivant,0.483698258594943,21.2119558472785,FE22,3c,250,1312,2,30,23.0743476994308,2,3E,FRA,296.802949978614
FE2,2035,FE22,27,HEG,vivant,0.615462314522394,11.1674900767943,FE22,3c,250,1312,2,30,12.9716629987623,2,3E,HEG,37.3920157002141
FE2,2045,FE22,27,HEG,vivant,0.582325441898747,14.6674900767943,FE22,3c,250,1312,2,30,14.9923007673742,2,3E,HEG,95.2503956921399
FE2,2055,FE22,27,HEG,vivant,0.548827553447766,17.9674900767943,FE22,3c,250,1312,2,30,16.5321608464541,2,3E,HEG,169.952811332943
FE2,2035,FE22,28,ORA,vivant,0.226468822756295,11.7500853056421,FE22,3c,250,1312,2,30,14.8340027901588,2,3E,ORA,44.0528467259491
FE2,2045,FE22,28,ORA,vivant,0.140878413053408,15.4500853056421,FE22,3c,250,1312,2,30,17.2313240623467,2,3E,ORA,111.196591407244
FE2,2055,FE22,28,ORA,vivant,0.0768507696096707,19.1500853056421,FE22,3c,250,1312,2,30,19.2758678167379,2,3E,ORA,205.66533800487
FE2,2035,FE22,29,OSV,vivant,0.26333457989937,10.2679732097538,FE22,3c,250,1312,2,30,13.9146168846412,2,3E,OSV,25.6406877029442
FE2,2045,FE22,29,OSV,vivant,0.211867263580177,12.0679732097538,FE22,3c,250,1312,2,30,14.8814413541508,2,3E,OSV,50.1809439942027
FE2,2055,FE22,29,OSV,vivant,0.170289217488847,13.5679732097538,FE22,3c,250,1312,2,30,15.6046067342933,2,3E,OSV,74.2632615460464
FE2,2035,FE22,30,PEU,vivant,1.03625781654966,11.897359787455,FE22,3c,250,1312,2,30,16.0674241064022,2,3E,PEU,57.1025920352744
FE2,2045,FE22,30,PEU,vivant,0.689248990088762,16.297359787455,FE22,3c,250,1312,2,30,18.6256363895698,2,3E,PEU,152.925395294892
FE2,2055,FE22,30,PEU,vivant,0.495661559022524,20.697359787455,FE22,3c,250,1312,2,30,20.5764550754104,2,3E,PEU,289.154778118245
FE2,2035,FE22,31,PRP,vivant,0.710413405717884,10.7480282433382,FE22,3c,250,1312,2,30,15.1414848882423,2,3E,PRP,
FE2,2045,FE22,31,PRP,vivant,0.243871483861529,12.6480282433382,FE22,3c,250,1312,2,30,16.264734226147,2,3E,PRP,
FE2,2055,FE22,31,PRP,vivant,0.0773571768839134,14.3480282433382,FE22,3c,250,1312,2,30,17.1507978410906,2,3E,PRP,
FE2,2035,FE22,32,PRU,vivant,0.0776864267609105,11.7656278298035,FE22,3c,250,1312,2,30,8.61858442110607,2,3E,PRU,27.7402463311613
FE2,2045,FE22,32,PRU,vivant,0.0717169396982828,14.5656278298035,FE22,3c,250,1312,2,30,10.0985443342032,2,3E,PRU,59.4205540508334
FE2,2055,FE22,32,PRU,vivant,0.066286251429057,17.2656278298035,FE22,3c,250,1312,2,30,11.3619358776103,2,3E,PRU,100.413124289023
FE2,2035,FE22,33,SAB,vivant,0.941374300195412,11.2859989212836,FE22,3c,250,1312,2,30,11.6557169588905,2,3E,SAB,38.2826071014385
FE2,2045,FE22,33,SAB,vivant,0.746978200287855,15.0859989212836,FE22,3c,250,1312,2,30,14.1616075899496,2,3E,SAB,100.602105285354
FE2,2055,FE22,33,SAB,vivant,0.537920750349973,18.5859989212836,FE22,3c,250,1312,2,30,16.151752768849,2,3E,SAB,180.896656334277
FE2,2035,FE22,34,TIL,vivant,0.377619271785196,11.3033064860848,FE22,3c,250,1312,2,30,13.1415452192874,2,3E,TIL,34.7870075894524
FE2,2045,FE22,34,TIL,vivant,0.311196314775429,13.6033064860848,FE22,3c,250,1312,2,30,14.7271350409359,2,3E,TIL,69.3349452850403
FE2,2055,FE22,34,TIL,vivant,0.263581686423161,15.8033064860848,FE22,3c,250,1312,2,30,16.0458935726895,2,3E,TIL,111.179596648012
FE2,2045,FE22,35,,vivant,0.0841425170068627,11.3260197299179,FE22,3c,250,1312,2,30,13.9118279467628,2,3E,AUT,40.0604224224764
FE2,2055,FE22,35,,vivant,0.0663174380531338,13.2260197299179,FE22,3c,250,1312,2,30,14.8167206648067,2,3E,AUT,68.8004634466501
FE2,2045,FE22,36,BOG,vivant,0.0434256011719534,10.3225303304087,FE22,3c,250,1312,2,30,15.5055283704074,2,3E,BOG,31.4175419291417
