"","Veg_Pot","Annee","PlacetteID","origTreeID","Espece","Etat","Nombre","DHPcm","Type_Eco","reg_eco","Altitude","PTot","TMoy","Cl_Drai","hauteur_pred","milieu","sdom_bio","GrEspece","vol_dm3"
"319","FE6",2025,"FE62",5,"ERR","vivant",1,15,"FE62","3c",250,1312,2,30,11.6371135147316,"2","3E","ERR",68.919769923778
"320","FE6",2035,"FE62",5,"ERR","vivant",0.940503775227907,17.6,"FE62","3c",250,1312,2,30,12.6526428846089,"2","3E","ERR",110.240628434506
"321","FE6",2045,"FE62",5,"ERR","vivant",0.890138740462029,19.9,"FE62","3c",250,1312,2,30,13.7590534478052,"2","3E","ERR",158.18886423132
"322","FE6",2025,"FE62",6,"ERS","vivant",1,15,"FE62","3c",250,1312,2,30,11.5810992624478,"2","3E","ERS",71.1966065898042
"323","FE6",2035,"FE62",6,"ERS","vivant",0.935435808250855,17.5,"FE62","3c",250,1312,2,30,12.3290720323104,"2","3E","ERS",109.792997220104
"324","FE6",2045,"FE62",6,"ERS","vivant",0.870598029219427,19.6,"FE62","3c",250,1312,2,30,13.2073852897085,"2","3E","ERS",151.901484166026
"325","FE6",2025,"FE62",7,"HEG","vivant",1,15,"FE62","3c",250,1312,2,30,12.1872597237336,"2","3E","HEG",81.8838799087826
"326","FE6",2035,"FE62",7,"HEG","vivant",0.960369286926911,18.3,"FE62","3c",250,1312,2,30,13.4406855475765,"2","3E","HEG",143.998008394792
"327","FE6",2045,"FE62",7,"HEG","vivant",0.92019584683379,21.5,"FE62","3c",250,1312,2,30,14.8513645653059,"2","3E","HEG",226.493001832509
"328","FE6",2025,"FE62",8,"OSV","vivant",1,15,"FE62","3c",250,1312,2,30,13.4813594400757,"2","3E","OSV",83.4672410474778
"329","FE6",2035,"FE62",8,"OSV","vivant",0.895123115608793,16.4,"FE62","3c",250,1312,2,30,14.2774687462919,"2","3E","OSV",109.942409327708
"330","FE6",2045,"FE62",8,"OSV","vivant",0.790064343559965,17.5,"FE62","3c",250,1312,2,30,14.972222868582,"2","3E","OSV",134.220395414309
"331","FE6",2025,"FE62",9,"PET","vivant",1,15,"FE62","3c",250,1312,2,30,12.5262783841085,"2","3E","PEU",84.1804909046462
"332","FE6",2035,"FE62",9,"PET","vivant",0.785083692119713,18.8,"FE62","3c",250,1312,2,30,14.1763508122543,"2","3E","PEU",161.342082486109
"333","FE6",2045,"FE62",9,"PET","vivant",0.641363454614787,22.7,"FE62","3c",250,1312,2,30,16.0361685231494,"2","3E","PEU",274.67920085419
"334","FE6",2025,"FE62",10,"PIB","vivant",1,15,"FE62","3c",250,1312,2,30,9.62950818378078,"2","3E","PIN",70.4325983392897
"335","FE6",2035,"FE62",10,"PIB","vivant",0.965378682893467,19.6,"FE62","3c",250,1312,2,30,11.9694540857322,"2","3E","PIN",158.233113829067
"336","FE6",2045,"FE62",10,"PIB","vivant",0.934145785375974,24.3,"FE62","3c",250,1312,2,30,14.3523945585571,"2","3E","PIN",294.038530821669
"337","FE6",2025,"FE62",11,"SAB","vivant",1,15,"FE62","3c",250,1312,2,30,10.3317236502243,"2","3E","SAB",72.4281636233103
"338","FE6",2035,"FE62",11,"SAB","vivant",0.707920661978582,18.4,"FE62","3c",250,1312,2,30,12.4069858733092,"2","3E","SAB",136.082276001701
"339","FE6",2045,"FE62",11,"SAB","vivant",0.428010218966177,21.5,"FE62","3c",250,1312,2,30,14.2851331814719,"2","3E","SAB",214.639894212477
"340","FE6",2035,"FE62",12,NA,"vivant",1.00704957261459,10.545519219964,"FE62","3c",250,1312,2,30,10.5021757989918,"2","3E","AUT",23.1451245579126
"341","FE6",2045,"FE62",12,NA,"vivant",0.659305711481212,12.345519219964,"FE62","3c",250,1312,2,30,11.5411102077118,"2","3E","AUT",43.8996482416108
"342","FE6",2035,"FE62",13,"BOJ","vivant",0.876552493668234,10.677074741821,"FE62","3c",250,1312,2,30,10.5574168903042,"2","3E","BOJ",24.4505082787794
"343","FE6",2045,"FE62",13,"BOJ","vivant",0.79242851739123,13.377074741821,"FE62","3c",250,1312,2,30,11.9154050835298,"2","3E","BOJ",57.0933406205271
"344","FE6",2035,"FE62",14,"BOP","vivant",0.648750358587159,10.126426399839,"FE62","3c",250,1312,2,30,11.6069305621793,"2","3E","BOP",22.6667517950678
"345","FE6",2045,"FE62",14,"BOP","vivant",0.486179518563027,12.426426399839,"FE62","3c",250,1312,2,30,13.1607383728589,"2","3E","BOP",53.0694681270446
"346","FE6",2035,"FE62",15,"CHX","vivant",2.04077956165909,11.1044834964136,"FE62","3c",250,1312,2,30,11.6051256450581,"2","3E","CHX",30.3486341713771
"347","FE6",2045,"FE62",15,"CHX","vivant",1.71826418090003,14.1044834964136,"FE62","3c",250,1312,2,30,13.347071389676,"2","3E","CHX",72.1962313705985
"348","FE6",2035,"FE62",16,NA,"vivant",0.626698543717971,10.6876592675977,"FE62","3c",250,1312,2,30,7.03495113336641,"2","3E","EPX",19.6486574799889
"349","FE6",2045,"FE62",16,NA,"vivant",0.556647872010708,13.6876592675977,"FE62","3c",250,1312,2,30,9.26938135603231,"2","3E","EPX",53.4225785071373
"350","FE6",2035,"FE62",17,"ERR","vivant",2.64339896529375,10.4286620145819,"FE62","3c",250,1312,2,30,10.2289249544422,"2","3E","ERR",18.8624573312963
"351","FE6",2045,"FE62",17,"ERR","vivant",2.29782792889908,12.5286620145819,"FE62","3c",250,1312,2,30,11.5222612627719,"2","3E","ERR",41.4655566127427
"352","FE6",2035,"FE62",18,"ERS","vivant",1.72881935656559,10.245951470799,"FE62","3c",250,1312,2,30,9.80356321450768,"2","3E","ERS",17.6898177329443
"353","FE6",2045,"FE62",18,"ERS","vivant",1.55002367438495,12.345951470799,"FE62","3c",250,1312,2,30,10.9707947987924,"2","3E","ERS",39.3988391542589
"354","FE6",2035,"FE62",19,"HEG","vivant",0.560544250023658,10.7292347723966,"FE62","3c",250,1312,2,30,10.2139284395767,"2","3E","HEG",25.453261377619
"355","FE6",2045,"FE62",19,"HEG","vivant",0.530043976377541,13.3292347723966,"FE62","3c",250,1312,2,30,11.8656846251474,"2","3E","HEG",58.7035156657666
"356","FE6",2035,"FE62",20,"OSV","vivant",0.904563705144901,9.84163142264976,"FE62","3c",250,1312,2,30,11.551147715743,"2","3E","OSV",17.3111122789821
"357","FE6",2045,"FE62",20,"OSV","vivant",0.758178870333074,11.0416314226498,"FE62","3c",250,1312,2,30,12.4132756901587,"2","3E","OSV",30.8309828391723
"358","FE6",2035,"FE62",21,"PEU","vivant",1.84390033510657,11.1816325773409,"FE62","3c",250,1312,2,30,11.0934415112551,"2","3E","PEU",32.128554609343
"359","FE6",2045,"FE62",21,"PEU","vivant",1.21922433123615,14.3816325773409,"FE62","3c",250,1312,2,30,13.2410178765389,"2","3E","PEU",80.0505881726234
"360","FE6",2035,"FE62",22,"PIN","vivant",1.20453095557513,10.8522016813209,"FE62","3c",250,1312,2,30,7.8499785728571,"2","3E","PIN",23.4554174459833
"361","FE6",2045,"FE62",22,"PIN","vivant",1.14274842860413,14.6522016813209,"FE62","3c",250,1312,2,30,10.4769300392061,"2","3E","PIN",72.4619298411273
"362","FE6",2035,"FE62",23,"SAB","vivant",2.55645967435623,10.7552895426988,"FE62","3c",250,1312,2,30,8.26497138870173,"2","3E","SAB",23.1378198244925
"363","FE6",2045,"FE62",23,"SAB","vivant",1.9517008908311,13.7552895426988,"FE62","3c",250,1312,2,30,10.4574769771618,"2","3E","SAB",59.5395561477918
"364","FE6",2045,"FE62",24,NA,"vivant",0.751036389684622,10.4234572102812,"FE62","3c",250,1312,2,30,10.7561170554543,"2","3E","AUT",22.5924778267008
"365","FE6",2045,"FE62",25,"BOJ","vivant",0.771875127606007,10.5439039684767,"FE62","3c",250,1312,2,30,10.8090768836848,"2","3E","BOJ",23.8066528984556
"366","FE6",2045,"FE62",26,"BOP","vivant",0.381310344391215,10.0397532740684,"FE62","3c",250,1312,2,30,11.9528114933581,"2","3E","BOP",22.4593932896842
"367","FE6",2045,"FE62",27,"CHX","vivant",1.29557950195455,10.9352216280351,"FE62","3c",250,1312,2,30,11.8408371346681,"2","3E","CHX",29.2480288779518
"368","FE6",2045,"FE62",28,NA,"vivant",0.498272608562087,10.5535947195668,"FE62","3c",250,1312,2,30,7.33934049527947,"2","3E","EPX",19.5946006844211
"369","FE6",2045,"FE62",29,"ERR","vivant",2.18758114254523,10.3164676186519,"FE62","3c",250,1312,2,30,10.58134421768,"2","3E","ERR",18.5707684031189
"370","FE6",2045,"FE62",30,"ERS","vivant",1.48073936702228,10.1491854523381,"FE62","3c",250,1312,2,30,10.0011447232808,"2","3E","ERS",17.2645659835586
"371","FE6",2045,"FE62",31,"HEG","vivant",0.512807257229995,10.5916595206689,"FE62","3c",250,1312,2,30,10.4324754651324,"2","3E","HEG",24.7369521053759
"372","FE6",2045,"FE62",32,"OSV","vivant",0.870819133814129,9.77900685104789,"FE62","3c",250,1312,2,30,11.7837841840051,"2","3E","OSV",17.0700042669788
"373","FE6",2045,"FE62",33,"PEU","vivant",1.25887380884859,11.0058561142526,"FE62","3c",250,1312,2,30,11.5567083272684,"2","3E","PEU",31.6462690663027
"374","FE6",2045,"FE62",34,"PIN","vivant",1.01062597963399,10.7042429024699,"FE62","3c",250,1312,2,30,8.29195399796798,"2","3E","PIN",23.6267054184967
"375","FE6",2045,"FE62",35,"SAB","vivant",3.10724116508297,10.6155141835073,"FE62","3c",250,1312,2,30,8.55583967219307,"2","3E","SAB",22.8742806342994
"376","MF1",2025,"MF12",1,"BOJ","vivant",1,15,"MF12","3c",250,1312,2,30,11.5502894895789,"2","3E","BOJ",74.6374669893952
"377","MF1",2035,"MF12",1,"BOJ","vivant",0.90386733027113,18.6,"MF12","3c",250,1312,2,30,12.6593929935016,"2","3E","BOJ",135.655536712461
"378","MF1",2045,"MF12",1,"BOJ","vivant",0.814567215643315,21.9,"MF12","3c",250,1312,2,30,13.6102806125645,"2","3E","BOJ",208.474517385491
"379","MF1",2025,"MF12",2,"BOP","vivant",1,15,"MF12","3c",250,1312,2,30,12.8949566275786,"2","3E","BOP",86.2041143095456
"380","MF1",2035,"MF12",2,"BOP","vivant",0.779756322371467,18,"MF12","3c",250,1312,2,30,14.094654938581,"2","3E","BOP",144.80374817286
"381","MF1",2045,"MF12",2,"BOP","vivant",0.595416309735123,20.7,"MF12","3c",250,1312,2,30,15.1499951360994,"2","3E","BOP",211.941341524686
"382","MF1",2025,"MF12",3,"EPB","vivant",1,15,"MF12","3c",250,1312,2,30,9.42894141224951,"2","3E","EPX",67.9249408231428
"383","MF1",2035,"MF12",3,"EPB","vivant",0.899999110270976,18.9,"MF12","3c",250,1312,2,30,11.541345082515,"2","3E","EPX",138.789447047285
"384","MF1",2045,"MF12",3,"EPB","vivant",0.799769807281196,22.7,"MF12","3c",250,1312,2,30,13.4560137446886,"2","3E","EPX",235.485417282575
"385","MF1",2025,"MF12",4,"ERR","vivant",1,15,"MF12","3c",250,1312,2,30,11.9031002363394,"2","3E","ERR",70.4950526287873
"386","MF1",2035,"MF12",4,"ERR","vivant",0.757439717433151,19.1,"MF12","3c",250,1312,2,30,13.270330875202,"2","3E","ERR",139.262104020357
"387","MF1",2045,"MF12",4,"ERR","vivant",0.610080464823548,23,"MF12","3c",250,1312,2,30,14.4569225490869,"2","3E","ERR",227.500760883745
"388","MF1",2025,"MF12",5,"FRN","vivant",1,15,"MF12","3c",250,1312,2,30,13.0109850716161,"2","3E","FRN",84.8636532104557
"389","MF1",2035,"MF12",5,"FRN","vivant",0.877651358399402,17.6,"MF12","3c",250,1312,2,30,14.2497367471853,"2","3E","FRN",135.92753173593
"390","MF1",2045,"MF12",5,"FRN","vivant",0.773817792221551,20.1,"MF12","3c",250,1312,2,30,15.417637302207,"2","3E","FRN",197.824117071948
"391","MF1",2025,"MF12",6,"PET","vivant",1,15,"MF12","3c",250,1312,2,30,11.9541419470313,"2","3E","PEU",80.3355559079362
"392","MF1",2035,"MF12",6,"PET","vivant",0.697032110179025,20.4,"MF12","3c",250,1312,2,30,14.056732947082,"2","3E","PEU",191.431461459865
"393","MF1",2045,"MF12",6,"PET","vivant",0.482845713089817,25.7,"MF12","3c",250,1312,2,30,15.8323358630499,"2","3E","PEU",352.051136044354
"394","MF1",2025,"MF12",7,"SAB","vivant",1,15,"MF12","3c",250,1312,2,30,10.270554155258,"2","3E","SAB",71.9993489995199
"395","MF1",2035,"MF12",7,"SAB","vivant",0.660566867726776,19,"MF12","3c",250,1312,2,30,12.4033965852526,"2","3E","SAB",145.378599285339
"396","MF1",2045,"MF12",7,"SAB","vivant",0.39971076000953,22.8,"MF12","3c",250,1312,2,30,14.2718625450443,"2","3E","SAB",240.440505026842
"397","MF1",2035,"MF12",8,NA,"vivant",0.675610264182753,11.2465473677269,"MF12","3c",250,1312,2,30,10.4232217134149,"2","3E","AUT",29.2849492094594
"398","MF1",2045,"MF12",8,NA,"vivant",0.415006665501216,14.3465473677269,"MF12","3c",250,1312,2,30,11.6986238494213,"2","3E","AUT",67.521092261166
"399","MF1",2035,"MF12",9,"BOJ","vivant",0.346584591934346,11.2465473677269,"MF12","3c",250,1312,2,30,10.4232217134149,"2","3E","BOJ",29.2849492094594
"400","MF1",2045,"MF12",9,"BOJ","vivant",0.316730606943805,14.8465473677269,"MF12","3c",250,1312,2,30,11.8561807268188,"2","3E","BOJ",74.6664422458427
"401","MF1",2035,"MF12",10,"BOP","vivant",0.177801505319247,11.2465473677269,"MF12","3c",250,1312,2,30,11.5356739872687,"2","3E","BOP",33.8575501018113
"402","MF1",2045,"MF12",10,"BOP","vivant",0.14591086235363,14.3465473677269,"MF12","3c",250,1312,2,30,13.0890485033318,"2","3E","BOP",78.2180656686491
"403","MF1",2035,"MF12",11,NA,"vivant",0.355268604430203,11.2465473677269,"MF12","3c",250,1312,2,30,7.44306972310304,"2","3E","EPX",24.6715644402923
"404","MF1",2045,"MF12",11,NA,"vivant",0.326211781315394,15.0465473677269,"MF12","3c",250,1312,2,30,9.90060650168332,"2","3E","EPX",71.8450633712154
"405","MF1",2035,"MF12",12,"ERR","vivant",0.539277808785078,11.2465473677269,"MF12","3c",250,1312,2,30,10.7144292759042,"2","3E","ERR",26.8533502575727
"406","MF1",2045,"MF12",12,"ERR","vivant",0.374581012738589,15.3465473677269,"MF12","3c",250,1312,2,30,12.4684418448886,"2","3E","ERR",78.2166360317044
"407","MF1",2035,"MF12",13,"FRN","vivant",1.31463328294405,11.2465473677269,"MF12","3c",250,1312,2,30,11.3675044233937,"2","3E","FRN",32.3246413091614
"408","MF1",2045,"MF12",13,"FRN","vivant",1.16081939929345,13.7465473677269,"MF12","3c",250,1312,2,30,12.8718514346618,"2","3E","FRN",67.0603307988082
"409","MF1",2035,"MF12",14,"PEU","vivant",0.258109877918235,11.2465473677269,"MF12","3c",250,1312,2,30,10.5139856948461,"2","3E","PEU",31.0669623029439
"410","MF1",2045,"MF12",14,"PEU","vivant",0.18308846494333,16.3465473677269,"MF12","3c",250,1312,2,30,13.1194224952204,"2","3E","PEU",108.484552126803
"411","MF1",2035,"MF12",15,"SAB","vivant",1.82829830195176,11.2465473677269,"MF12","3c",250,1312,2,30,8.32170410002236,"2","3E","SAB",27.0291280283724
"412","MF1",2045,"MF12",15,"SAB","vivant",1.34462208641863,15.1465473677269,"MF12","3c",250,1312,2,30,10.7138714157729,"2","3E","SAB",76.8180345700512
"413","MF1",2045,"MF12",16,NA,"vivant",0.679958063822625,11.1485453401585,"MF12","3c",250,1312,2,30,10.544107591902,"2","3E","AUT",28.7183842220538
"414","MF1",2045,"MF12",17,"BOJ","vivant",0.343832679864094,11.1485453401585,"MF12","3c",250,1312,2,30,10.544107591902,"2","3E","BOJ",28.7183842220538
"415","MF1",2045,"MF12",18,"BOP","vivant",0.162785732101932,11.1485453401585,"MF12","3c",250,1312,2,30,11.6910758071557,"2","3E","BOP",33.2834317087775
"416","MF1",2045,"MF12",19,NA,"vivant",0.353671023999611,11.1485453401585,"MF12","3c",250,1312,2,30,7.58252672344454,"2","3E","EPX",24.4328178426676
"417","MF1",2045,"MF12",20,"ERR","vivant",0.542060524611823,11.1485453401585,"MF12","3c",250,1312,2,30,10.8774455953517,"2","3E","ERR",26.3843098014715
"418","MF1",2045,"MF12",21,"FRN","vivant",1.33088572959804,11.1485453401585,"MF12","3c",250,1312,2,30,11.5114040563945,"2","3E","FRN",31.7377024738683
"419","MF1",2045,"MF12",22,"PEU","vivant",0.239403459026226,11.1485453401585,"MF12","3c",250,1312,2,30,10.7461484043961,"2","3E","PEU",30.8023116546687
"420","MF1",2045,"MF12",23,"SAB","vivant",1.84746622801485,11.1485453401585,"MF12","3c",250,1312,2,30,8.43169283858627,"2","3E","SAB",26.6257400828064
"421","MJ1",2025,"MJ12",1,"BOG","vivant",1,15,"MJ12","3c",250,1312,2,30,10.9804249779268,"2","3E","BOG",71.2066870465806
"422","MJ1",2035,"MJ12",1,"BOG","vivant",0.674072108340428,16.9,"MJ12","3c",250,1312,2,30,12.082199039983,"2","3E","BOG",104.378320453572
"423","MJ1",2045,"MJ12",1,"BOG","vivant",0.427989315030581,18.3,"MJ12","3c",250,1312,2,30,13.1733561064238,"2","3E","BOG",136.547144956654
"424","MJ1",2025,"MJ12",2,"BOJ","vivant",1,15,"MJ12","3c",250,1312,2,30,12.0257016775161,"2","3E","BOJ",77.7095598157729
"425","MJ1",2035,"MJ12",2,"BOJ","vivant",0.924722687078752,18.6,"MJ12","3c",250,1312,2,30,13.371795232388,"2","3E","BOJ",143.289497370836
"426","MJ1",2045,"MJ12",2,"BOJ","vivant",0.866851761548529,21.9,"MJ12","3c",250,1312,2,30,14.6270888183402,"2","3E","BOJ",224.049405663474
"427","MJ1",2025,"MJ12",3,"BOP","vivant",1,15,"MJ12","3c",250,1312,2,30,13.1917300191403,"2","3E","BOP",88.1880750245041
"428","MJ1",2035,"MJ12",3,"BOP","vivant",0.910393544687421,17.8,"MJ12","3c",250,1312,2,30,14.6016793241458,"2","3E","BOP",146.264986537901
"429","MJ1",2045,"MJ12",3,"BOP","vivant",0.817257029675785,20.3,"MJ12","3c",250,1312,2,30,15.9555347474863,"2","3E","BOP",213.952280690028
"430","MJ1",2025,"MJ12",4,"CHR","vivant",1,15,"MJ12","3c",250,1312,2,30,12.5057716176667,"2","3E","CHX",79.2136504947718
"431","MJ1",2035,"MJ12",4,"CHR","vivant",0.917593597049423,20.3,"MJ12","3c",250,1312,2,30,14.616333819251,"2","3E","CHX",186.600015163272
"432","MJ1",2045,"MJ12",4,"CHR","vivant",0.844714833401546,25.6,"MJ12","3c",250,1312,2,30,16.5374765560553,"2","3E","CHX",346.154328681667
"433","MJ1",2025,"MJ12",5,"EPB","vivant",1,15,"MJ12","3c",250,1312,2,30,9.44136550743559,"2","3E","EPX",68.0144424854608
"434","MJ1",2035,"MJ12",5,"EPB","vivant",0.942774870989204,19,"MJ12","3c",250,1312,2,30,11.8588117574187,"2","3E","EPX",144.200142579575
"435","MJ1",2045,"MJ12",5,"EPB","vivant",0.886703843463511,22.8,"MJ12","3c",250,1312,2,30,14.1310840584856,"2","3E","EPX",249.478464473668
"436","MJ1",2025,"MJ12",6,"ERP","vivant",1,15,"MJ12","3c",250,1312,2,30,11.7355218447685,"2","3E","ERP",72.1459434008375
"437","MJ1",2035,"MJ12",6,"ERP","vivant",0.547504380281282,17,"MJ12","3c",250,1312,2,30,12.6656979822067,"2","3E","ERP",105.444750585393
"438","MJ1",2045,"MJ12",6,"ERP","vivant",0.235127557026431,18.4,"MJ12","3c",250,1312,2,30,13.498785868452,"2","3E","ERP",134.797663959107
"439","MJ1",2025,"MJ12",7,"ERR","vivant",1,15,"MJ12","3c",250,1312,2,30,12.0642523814829,"2","3E","ERR",71.4494618774343
"440","MJ1",2035,"MJ12",7,"ERR","vivant",0.931539159338542,18.4,"MJ12","3c",250,1312,2,30,13.5268067585334,"2","3E","ERR",130.492870772763
"441","MJ1",2045,"MJ12",7,"ERR","vivant",0.864824839087313,21.5,"MJ12","3c",250,1312,2,30,14.9288535515768,"2","3E","ERR",203.248812457372
"442","MJ1",2025,"MJ12",8,"ERS","vivant",1,15,"MJ12","3c",250,1312,2,30,11.7355218447685,"2","3E","ERS",72.1459434008375
"443","MJ1",2035,"MJ12",8,"ERS","vivant",0.903060015608262,18,"MJ12","3c",250,1312,2,30,12.9506663197081,"2","3E","ERS",123.027952139192
"444","MJ1",2045,"MJ12",8,"ERS","vivant",0.834305223658396,20.8,"MJ12","3c",250,1312,2,30,14.1389209295393,"2","3E","ERS",185.259409196488
"445","MJ1",2025,"MJ12",9,"FRN","vivant",1,15,"MJ12","3c",250,1312,2,30,13.5971082927923,"2","3E","FRN",88.6866195351966
"446","MJ1",2035,"MJ12",9,"FRN","vivant",0.877280074184144,17.5,"MJ12","3c",250,1312,2,30,15.0694008319871,"2","3E","FRN",141.8839094794
"447","MJ1",2045,"MJ12",9,"FRN","vivant",0.798295055207993,19.8,"MJ12","3c",250,1312,2,30,16.5180042463679,"2","3E","FRN",205.07471892967
"448","MJ1",2025,"MJ12",10,"HEG","vivant",1,15,"MJ12","3c",250,1312,2,30,12.1577695145123,"2","3E","HEG",81.6857408024455
"449","MJ1",2035,"MJ12",10,"HEG","vivant",0.98129976508338,18.8,"MJ12","3c",250,1312,2,30,13.9691435690472,"2","3E","HEG",158.95089222818
"450","MJ1",2045,"MJ12",10,"HEG","vivant",0.956356650014489,22.5,"MJ12","3c",250,1312,2,30,15.7113338316693,"2","3E","HEG",264.048169969855
"451","MJ1",2025,"MJ12",11,"PET","vivant",1,15,"MJ12","3c",250,1312,2,30,12.9136095906152,"2","3E","PEU",86.7834772112407
"452","MJ1",2035,"MJ12",11,"PET","vivant",0.869728898528059,19.9,"MJ12","3c",250,1312,2,30,15.3378661790954,"2","3E","PEU",197.880170499483
"453","MJ1",2045,"MJ12",11,"PET","vivant",0.763333937787512,24.6,"MJ12","3c",250,1312,2,30,17.6207549167947,"2","3E","PEU",357.586166751699
"454","MJ1",2025,"MJ12",12,"PIB","vivant",1,15,"MJ12","3c",250,1312,2,30,9.85035556079778,"2","3E","PIN",72.0479305351669
"455","MJ1",2035,"MJ12",12,"PIB","vivant",0.915370850966885,20.2,"MJ12","3c",250,1312,2,30,12.6931342713359,"2","3E","PIN",178.701930675262
"456","MJ1",2045,"MJ12",12,"PIB","vivant",0.850174420550043,25.8,"MJ12","3c",250,1312,2,30,15.5321419304825,"2","3E","PIN",358.203053851829
"457","MJ1",2025,"MJ12",13,"PRP","vivant",1,15,"MJ12","3c",250,1312,2,30,13.1917300191403,"2","3E","PRP",NA
"458","MJ1",2035,"MJ12",13,"PRP","vivant",0.643681548977668,17.1,"MJ12","3c",250,1312,2,30,14.3734346831352,"2","3E","PRP",NA
"459","MJ1",2045,"MJ12",13,"PRP","vivant",0.358474698962238,18.7,"MJ12","3c",250,1312,2,30,15.4634523425775,"2","3E","PRP",NA
"460","MJ1",2025,"MJ12",14,"PRU","vivant",1,15,"MJ12","3c",250,1312,2,30,8.75944292047354,"2","3E","PRU",55.4724442297887
"461","MJ1",2035,"MJ12",14,"PRU","vivant",0.997404157118413,19.5,"MJ12","3c",250,1312,2,30,10.8414279711179,"2","3E","PRU",125.600640549857
"462","MJ1",2045,"MJ12",14,"PRU","vivant",0.992372885399342,24,"MJ12","3c",250,1312,2,30,12.7784688870891,"2","3E","PRU",229.69072304911
"463","MJ1",2025,"MJ12",15,"SAB","vivant",1,15,"MJ12","3c",250,1312,2,30,10.8682958461251,"2","3E","SAB",76.1896791376726
"464","MJ1",2035,"MJ12",15,"SAB","vivant",0.888084168624443,19.8,"MJ12","3c",250,1312,2,30,13.6544860677026,"2","3E","SAB",174.082229104462
"465","MJ1",2045,"MJ12",15,"SAB","vivant",0.747901315880151,24.2,"MJ12","3c",250,1312,2,30,16.0747119100843,"2","3E","SAB",303.558157999499
"466","MJ1",2025,"MJ12",16,"THO","vivant",1,15,"MJ12","3c",250,1312,2,30,8.15205249607914,"2","3E","THO",57.2343288595174
"467","MJ1",2035,"MJ12",16,"THO","vivant",0.950375463888662,18,"MJ12","3c",250,1312,2,30,9.30122064970473,"2","3E","THO",97.9230846700533
"468","MJ1",2045,"MJ12",16,"THO","vivant",0.897001373196107,20.9,"MJ12","3c",250,1312,2,30,10.3988158777088,"2","3E","THO",148.99208782618
"469","MJ1",2035,"MJ12",17,NA,"vivant",0.103157145586112,10.9568823289999,"MJ12","3c",250,1312,2,30,10.8865519490102,"2","3E","AUT",27.8344381985142
"470","MJ1",2045,"MJ12",17,NA,"vivant",0.0800068806099505,14.2568823289999,"MJ12","3c",250,1312,2,30,12.5168420874233,"2","3E","AUT",71.0816565506031
"471","MJ1",2035,"MJ12",18,"BOG","vivant",0.00758913356579699,10.5460705107674,"MJ12","3c",250,1312,2,30,10.4434324584632,"2","3E","BOG",23.1388691892793
"472","MJ1",2045,"MJ12",18,"BOG","vivant",0.00498581536810337,12.4460705107674,"MJ12","3c",250,1312,2,30,11.723662021579,"2","3E","BOG",45.8796587256971
"473","MJ1",2035,"MJ12",19,"BOJ","vivant",0.806534993852548,11.0218785461856,"MJ12","3c",250,1312,2,30,10.9141170343408,"2","3E","BOJ",28.5205915190737
"474","MJ1",2045,"MJ12",19,"BOJ","vivant",0.728414019171612,14.2218785461856,"MJ12","3c",250,1312,2,30,12.5046476423446,"2","3E","BOJ",70.5607645510229
"475","MJ1",2035,"MJ12",20,"BOP","vivant",1.3254888927989,10.7996560247061,"MJ12","3c",250,1312,2,30,11.7832343251841,"2","3E","BOP",29.8908427957815
"476","MJ1",2045,"MJ12",20,"BOP","vivant",1.15963900614203,13.3996560247061,"MJ12","3c",250,1312,2,30,13.4686351130939,"2","3E","BOP",67.2337612341812
"477","MJ1",2035,"MJ12",21,"CET","vivant",0.00406554681889547,12.0273744530227,"MJ12","3c",250,1312,2,30,11.3395344182918,"2","3E","CET",38.2857109377021
"478","MJ1",2045,"MJ12",21,"CET","vivant",0.00349139305755425,15.4273744530227,"MJ12","3c",250,1312,2,30,13.3836967448003,"2","3E","CET",89.7592945522439
"479","MJ1",2035,"MJ12",22,"CHX","vivant",0.0910864488556447,11.4816252033233,"MJ12","3c",250,1312,2,30,11.3217782914477,"2","3E","CHX",33.315687321164
"480","MJ1",2045,"MJ12",22,"CHX","vivant",0.0778163446562816,16.4816252033233,"MJ12","3c",250,1312,2,30,13.8766054229377,"2","3E","CHX",110.517439673457
"481","MJ1",2035,"MJ12",23,NA,"vivant",0.70849049323204,11.1093752687277,"MJ12","3c",250,1312,2,30,7.5628901038515,"2","3E","EPX",24.0909745900892
"482","MJ1",2045,"MJ12",23,NA,"vivant",0.651161660171644,14.1093752687277,"MJ12","3c",250,1312,2,30,9.87184532197711,"2","3E","EPX",61.3678817920287
"483","MJ1",2035,"MJ12",24,"ERP","vivant",0.219699464925027,10.550854639251,"MJ12","3c",250,1312,2,30,10.2357251663478,"2","3E","ERP",21.0126280763873
"484","MJ1",2045,"MJ12",24,"ERP","vivant",0.113066214812609,13.250854639251,"MJ12","3c",250,1312,2,30,11.7350460297475,"2","3E","ERP",51.8974137891611
"485","MJ1",2035,"MJ12",25,"ERR","vivant",1.17766831859564,10.9089103604236,"MJ12","3c",250,1312,2,30,10.9151027324385,"2","3E","ERR",24.339400415033
"486","MJ1",2045,"MJ12",25,"ERR","vivant",1.0577930824184,14.1089103604236,"MJ12","3c",250,1312,2,30,12.6998408046144,"2","3E","ERR",64.1255638997659
"487","MJ1",2035,"MJ12",26,"ERS","vivant",0.34259291942463,10.8315370792929,"MJ12","3c",250,1312,2,30,10.3684339959626,"2","3E","ERS",23.6877653057565
