"a1";"b0";"b1";"b2";"b3";"b4";"b5";"b6"
2.55313988745841e-06;2.04768798847106e-05;-1.02013044902975e-05;-1.10887302771862e-06;-8.10350899756161e-06;-2.65703078880936e-06;2.40406285934436e-10;-3.47743335243322e-08
2.04768798847106e-05;0.148802132045592;-0.0796180571886418;-0.00369039531139154;-0.0560346616246726;-0.0329596959428402;-6.55849545642822e-07;-0.000347968256546639
-1.02013044902975e-05;-0.0796180571886418;0.0429298776633396;0.00163322915694863;0.0297000768025354;0.018108319711098;3.39108918339237e-07;0.000183735885106622
-1.10887302771862e-06;-0.00369039531139154;0.00163322915694863;0.000482984436490046;0.0017287705648743;0.000313630917499654;1.59165684432253e-08;8.71734328196067e-06
-8.10350899756161e-06;-0.0560346616246726;0.0297000768025354;0.0017287705648743;0.0214115711588721;0.0119574562451773;2.38848612147545e-07;0.000129539146489787
-2.65703078880936e-06;-0.0329596959428402;0.018108319711098;0.000313630917499654;0.0119574562451773;0.00813725500772822;1.39954933990282e-07;7.59148991421066e-05
2.40406285934436e-10;-6.55849545642822e-07;3.39108918339237e-07;1.59165684432253e-08;2.38848612147545e-07;1.39954933990282e-07;5.24152777566051e-10;-4.20308547026363e-09
-3.47743335243322e-08;-0.000347968256546639;0.000183735885106622;8.71734328196067e-06;0.000129539146489787;7.59148991421066e-05;-4.20308547026363e-09;1.12829754463133e-06
