"a1";"b1";"b2";"b3";"b0.(Intercept)";"b0.group.sDomBio3ouest";"b0.group.sDomBio4ouest";"b0.group.sDomBioest"
5.16303522660977e-06;6.60979800596898e-08;2.46657755599398e-07;-5.66394155336953e-10;9.53444687118968e-07;-3.01227028152534e-08;-2.28501705695501e-08;-2.47175289173825e-08
6.60979800596898e-08;0.052770623294;0.0730704079872596;-5.24568877026818e-07;5.94473977654164e-05;-2.05869324326299e-05;-2.06193106016165e-05;-1.83290142170747e-05
2.46657755599398e-07;0.0730704079872596;0.155295039404429;-1.76081135011374e-06;0.000199570787729814;-6.27441515577257e-05;-5.95358328063036e-05;-6.22364920748214e-05
-5.66394155336953e-10;-5.24568877026818e-07;-1.76081135011374e-06;2.91812602407592e-07;-1.03912440099557e-05;1.10630664812557e-07;-9.09105902788371e-07;-2.9522923810485e-07
9.53444687118968e-07;5.94473977654164e-05;0.000199570787729814;-1.03912440099557e-05;0.000498977502984949;-0.000132643826108616;-9.63327372433926e-05;-0.000118195450303144
-3.01227028152534e-08;-2.05869324326299e-05;-6.27441515577257e-05;1.10630664812557e-07;-0.000132643826108616;0.000179575375325309;0.000128318389180942;0.000128552123555781
-2.28501705695501e-08;-2.06193106016165e-05;-5.95358328063036e-05;-9.09105902788371e-07;-9.63327372433926e-05;0.000128318389180942;0.000582390373440898;0.000129584693858542
-2.47175289173825e-08;-1.83290142170747e-05;-6.22364920748214e-05;-2.9522923810485e-07;-0.000118195450303144;0.000128552123555781;0.000129584693858542;0.000249533000161908
