Equation;Row;Effect;ClasseIntercept;Qualite;vp;Transition;Sdom;Col1;Col2;Col3;Col4;Col5;Col5;Col6;Col7;Col8;Col9;Col10;Col11
1;1;Intercept;A;;;;;0.027860000000000000000000000000;-0.055970000000000000000000000000;-0.013400000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
1;2;DDhpcm;;;;;;-0.055970000000000000000000000000;0.203710000000000000000000000000;0.003354000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
1;3;Qualite;;C;;;;-0.013400000000000000000000000000;0.003354000000000000000000000000;0.019451000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
2;1;Intercept;A;;;;;0.451021381834471000000000000000;0.440687900818650000000000000000;-0.029764897865115500000000000000;-0.053211562624746500000000000000;-0.041317593032125100000000000000;-0.008449365653239080000000000000;-0.006777645372155970000000000000;0.033599578854949400000000000000;-0.022661895031809100000000000000;0.022483053319291900000000000000;-0.025393873289980700000000000000;-0.000370652038928553000000000000
2;2;Intercept;B;;;;;0.440687900818650000000000000000;0.446929108234467000000000000000;-0.027571072974709100000000000000;-0.036093380659390100000000000000;-0.029133176699527400000000000000;-0.007195006470621880000000000000;-0.006602794807618140000000000000;0.035327194462524600000000000000;-0.022569621681052200000000000000;0.022807929116190700000000000000;-0.026699060862423100000000000000;-0.000376616875941878000000000000
2;3;DDhpcm;;;;;;-0.029764897865115500000000000000;-0.027571072974709100000000000000;0.175323690771595000000000000000;0.006348501538102380000000000000;0.000862072161896585000000000000;-0.010265835682101000000000000000;-0.007845832949496230000000000000;0.001964088732162530000000000000;-0.004130196921628820000000000000;0.000352348793307634000000000000;0.000972829881890384000000000000;-0.000035095232348380000000000000
2;4;Qualite;;B;;;;-0.053211562624746500000000000000;-0.036093380659390100000000000000;0.006348501538102380000000000000;0.115317575008567000000000000000;0.051120147841166000000000000000;0.012631144757212100000000000000;0.001189632989211800000000000000;0.004062697679347240000000000000;0.002460581852119800000000000000;-0.001666594271952890000000000000;-0.006093752079793470000000000000;-0.000010386722234083000000000000
2;5;Qualite;;C;;;;-0.041317593032125100000000000000;-0.029133176699527400000000000000;0.000862072161896585000000000000;0.051120147841166000000000000000;0.056191054821873400000000000000;-0.000757713584709936000000000000;0.000091607561908397500000000000;0.001395756312816530000000000000;0.001466563096759630000000000000;-0.000265721667757485000000000000;-0.002341417503891650000000000000;-0.000010181840022894000000000000
2;6;Transition;;;;1;;-0.008449365653239080000000000000;-0.007195006470621880000000000000;-0.010265835682101000000000000000;0.012631144757212100000000000000;-0.000757713584709936000000000000;0.009004962158977920000000000000;0.000216272062630634000000000000;-0.000166485825306324000000000000;0.001105866799082730000000000000;-0.000770334247735858000000000000;-0.000132905387154512000000000000;0.000007283870155546400000000000
2;7;Sdom;;;;;2OUEST;-0.006777645372155970000000000000;-0.006602794807618140000000000000;-0.007845832949496230000000000000;0.001189632989211800000000000000;0.000091607561908397500000000000;0.000216272062630634000000000000;0.030175228123292100000000000000;-0.009985086343093700000000000000;-0.004289101397086340000000000000;-0.006315223876470550000000000000;-0.004531372994400460000000000000;0.000009989448781540200000000000
2;8;Sdom;;;;;3EST;0.033599578854949400000000000000;0.035327194462524600000000000000;0.001964088732162530000000000000;0.004062697679347240000000000000;0.001395756312816530000000000000;-0.000166485825306324000000000000;-0.009985086343093700000000000000;0.041081871005643600000000000000;-0.008731159519280630000000000000;-0.006229152543317660000000000000;-0.009485758975209220000000000000;-0.000031403811966938000000000000
2;9;Sdom;;;;;3OUEST;-0.022661895031809100000000000000;-0.022569621681052200000000000000;-0.004130196921628820000000000000;0.002460581852119800000000000000;0.001466563096759630000000000000;0.001105866799082730000000000000;-0.004289101397086340000000000000;-0.008731159519280630000000000000;0.022057201188236900000000000000;-0.004822570891524160000000000000;-0.001547946282305350000000000000;0.000020142915165277200000000000
2;10;Sdom;;;;;4EST;0.022483053319291900000000000000;0.022807929116190700000000000000;0.000352348793307634000000000000;-0.001666594271952890000000000000;-0.000265721667757485000000000000;-0.000770334247735858000000000000;-0.006315223876470550000000000000;-0.006229152543317660000000000000;-0.004822570891524160000000000000;0.025651565081489400000000000000;-0.005039897714285930000000000000;-0.000021161213597019000000000000
2;11;Sdom;;;;;4OUEST;-0.025393873289980700000000000000;-0.026699060862423100000000000000;0.000972829881890384000000000000;-0.006093752079793470000000000000;-0.002341417503891650000000000000;-0.000132905387154512000000000000;-0.004531372994400460000000000000;-0.009485758975209220000000000000;-0.001547946282305350000000000000;-0.005039897714285930000000000000;0.023039504694826100000000000000;0.000025357375398257700000000000
2;12;Ptot;;;;;;-0.000370652038928553000000000000;-0.000376616875941878000000000000;-0.000035095232348380000000000000;-0.000010386722234083000000000000;-0.000010181840022894000000000000;0.000007283870155546400000000000;0.000009989448781540200000000000;-0.000031403811966938000000000000;0.000020142915165277200000000000;-0.000021161213597019000000000000;0.000025357375398257700000000000;0.000000372099615983700000000000
3;1;Intercept;A;;;;;0.175833000000000000000000000000;0.155364000000000000000000000000;0.120028000000000000000000000000;-0.137760000000000000000000000000;-0.129220000000000000000000000000;-0.108150000000000000000000000000;-0.002110000000000000000000000000;-0.011890000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;2;Intercept;B;;;;;0.155364000000000000000000000000;0.155269000000000000000000000000;0.118900000000000000000000000000;-0.118790000000000000000000000000;-0.118020000000000000000000000000;-0.107410000000000000000000000000;-0.000760000000000000000000000000;-0.011490000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;3;Intercept;C;;;;;0.120028000000000000000000000000;0.118900000000000000000000000000;0.117994000000000000000000000000;-0.083200000000000000000000000000;-0.085700000000000000000000000000;-0.085320000000000000000000000000;0.001523000000000000000000000000;-0.010850000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;4;Qualite;;A;;;;-0.137760000000000000000000000000;-0.118790000000000000000000000000;-0.083200000000000000000000000000;0.207702000000000000000000000000;0.124532000000000000000000000000;0.106112000000000000000000000000;0.011363000000000000000000000000;0.000538000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;5;Qualite;;B;;;;-0.129220000000000000000000000000;-0.118020000000000000000000000000;-0.085700000000000000000000000000;0.124532000000000000000000000000;0.140458000000000000000000000000;0.105033000000000000000000000000;-0.000920000000000000000000000000;0.000883000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;6;Qualite;;C;;;;-0.108150000000000000000000000000;-0.107410000000000000000000000000;-0.085320000000000000000000000000;0.106112000000000000000000000000;0.105033000000000000000000000000;0.115213000000000000000000000000;0.000415000000000000000000000000;0.000730000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;7;Transition;;;;1;;-0.002110000000000000000000000000;-0.000760000000000000000000000000;0.001523000000000000000000000000;0.011363000000000000000000000000;-0.000920000000000000000000000000;0.000415000000000000000000000000;0.008840000000000000000000000000;-0.000160000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
3;8;Tmoy;;;;;;-0.011890000000000000000000000000;-0.011490000000000000000000000000;-0.010850000000000000000000000000;0.000538000000000000000000000000;0.000883000000000000000000000000;0.000730000000000000000000000000;-0.000160000000000000000000000000;0.003438000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000;0.000000000000000000000000000000
