nom_trt;code_trt;num_trt;estimate;effect;essence;effect_capsis;Source
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0569;b1_s;FEU;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;1.4062;b1_s;HEG;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.5432;b1_s;PEU;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-1.2737;b1_s;RES;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;4.0956;b1_s;SAB;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0;b1_s;THO;Species;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.2264;b2_s;BOJ;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.1729;b2_s;BOP;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.234;b2_s;EPX;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0467;b2_s;ERR;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.1961;b2_s;ERS;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0197;b2_s;FEU;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.1906;b2_s;HEG;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.8569;b2_s;PEU;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0584;b2_s;RES;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.2764;b2_s;SAB;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.217;b2_s;THO;SpeciesXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.1402;b3_s;BOJ;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0142;b3_s;BOP;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.2028;b3_s;EPX;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.2237;b3_s;ERR;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.1237;b3_s;ERS;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0343;b3_s;FEU;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.1013;b3_s;HEG;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.5919;b3_s;PEU;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.1491;b3_s;RES;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.3282;b3_s;SAB;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.24;b3_s;THO;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0225;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0114;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0258;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.00222;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0177;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.00509;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0133;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0642;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.00456;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.00206;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0231;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0232;b5_s;BOJ;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.013;b5_s;BOP;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0227;b5_s;EPX;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.00053;b5_s;ERR;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0178;b5_s;ERS;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0051;b5_s;FEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0157;b5_s;HEG;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.069;b5_s;PEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.00577;b5_s;RES;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.00177;b5_s;SAB;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;0.0235;b5_s;THO;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière couvert parmanent CIMOTFF;CPI_CP_CIMOTF;17;-0.0867;b6;;LogNbHa;AT SSRF-7 Annexe 3 eq5
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-6.3042;b0;;Intercept;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.2325;b1_s;BOJ;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;1.665;b1_s;BOP;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.6628;b1_s;EPX;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.5957;b1_s;ERR;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.5281;b1_s;ERS;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.2895;b1_s;FEU;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;3.0982;b1_s;HEG;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;1.3876;b1_s;PEU;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.112;b1_s;RES;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;3.1611;b1_s;SAB;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0;b1_s;THO;Species;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0933;b2;;OffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0149;b3_s;BOJ;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0135;b3_s;BOP;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0713;b3_s;EPX;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0363;b3_s;ERR;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0436;b3_s;ERS;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0929;b3_s;FEU;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0805;b3_s;HEG;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0386;b3_s;PEU;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.1053;b3_s;RES;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0383;b3_s;SAB;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0223;b3_s;THO;SpeciesXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00964;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00089;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00687;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0131;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00808;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.012;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00148;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00496;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.0103;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00615;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00041;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0106;b5_s;BOJ;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00384;b5_s;BOP;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00465;b5_s;EPX;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0133;b5_s;ERR;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00938;b5_s;ERS;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.0113;b5_s;FEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00239;b5_s;HEG;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00689;b5_s;PEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;-0.00986;b5_s;RES;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.00326;b5_s;SAB;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0;b5_s;THO;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;AT SSRF-7 Annexe 3 eq6
Coupe progressive irrégulière à régénération lente CIMOTFF;CPI_RL_CIMOTF;18;0.739;b6;;LogNbHa;AT SSRF-7 Annexe 3 eq6
