num_trt;estimate
0;2.9334E-05
0;3.24007E-05
0;4.05801E-05
0;4.91625E-05
0;0.000255946
0;-0.00024759
0;-0.000432726
0;9.88688E-05
0;9.3186E-05
0;0.000132646
0;-2.00615E-05
0;-0.000187708
0;-7.30056E-06
0;-0.021003779
0;-0.000761295
0;-4.68981E-05
0;0.000145594
0;8.54775E-05
0;4.39701E-05
0;4.33094E-05
0;4.34187E-05
0;5.78603E-05
0;7.51933E-05
0;5.50361E-05
0;0.001388558
0;-0.00067767
0;-0.000424143
0;0.000120529
0;0.000122082
0;0.000156106
0;6.96309E-06
0;-0.000165713
0;2.32294E-05
0;-0.000600587
0;-0.012592532
0;-6.84762E-05
0;0.00017189
0;9.02866E-05
0;4.78378E-05
0;4.67415E-05
0;4.68861E-05
0;6.17688E-05
0;7.9344E-05
0;5.88916E-05
0;9.51946E-05
0;0.000565191
0;-0.001043275
0;-0.000208337
0;0.000134408
0;0.000188479
0;0.000165374
0;4.79595E-05
0;-6.22674E-05
0;5.84163E-05
0;-0.000261005
0;-0.000435696
0;-0.003833977
0;0.000186107
0;6.43801E-05
0;4.29875E-05
0;3.55291E-05
0;3.8911E-05
0;4.83107E-05
0;5.79595E-05
0;4.699E-05
0;6.37409E-05
0;6.91794E-05
0;0.00036222
0;-0.001450918
0;-5.87673E-05
0;0.000219428
0;0.000388682
0;0.000265379
0;8.77436E-05
0;-3.69002E-06
0;8.87887E-05
0;5.0386E-05
0;-0.000202133
0;-0.000295553
0;0.000899256
0;6.59478E-05
0;6.28054E-05
0;3.94566E-05
0;5.10421E-05
0;5.85486E-05
0;6.30195E-05
0;5.87633E-05
0;5.90628E-05
0;6.73068E-05
0;7.24662E-05
0;0.000369605
0;-0.002241934
0;0.001484759
0;0.001775476
0;0.001823289
0;0.001802278
0;0.001691299
0;0.00159843
0;0.001697038
0;0.001447785
0;0.001310931
0;0.001563468
0;0.00181925
0;5.32411E-05
0;3.59461E-05
0;2.88538E-05
0;3.22649E-05
0;4.01584E-05
0;4.82791E-05
0;3.91075E-05
0;5.35219E-05
0;5.7431E-05
0;4.66936E-05
0;5.99821E-05
0;0.000189772
0;-5.95651E-05
0;-1.07976E-05
0;2.68721E-05
0;5.20739E-05
0;3.35708E-05
0;3.38611E-06
0;-8.7297E-06
0;2.0102E-06
0;9.19447E-06
0;-2.1038E-05
0;-3.99067E-05
0;3.89287E-05
0;8.45546E-06
0;8.5772E-06
0;4.87285E-06
0;6.78823E-06
0;7.76698E-06
0;8.30604E-06
0;7.84205E-06
0;7.82982E-06
0;8.66597E-06
0;9.40812E-06
0;1.67375E-05
0;8.03177E-06
0;2.39099E-06
0;6.82271E-05
0;1.86006E-05
0;-2.88084E-05
0;-5.38917E-05
0;-3.61208E-05
0;-3.27915E-06
0;1.19164E-05
0;-2.17707E-06
0;1.89516E-06
0;3.51042E-05
0;4.0845E-05
0;-4.17258E-05
0;-1.00404E-05
0;-9.39192E-06
0;-5.68391E-06
0;-7.59501E-06
0;-8.83937E-06
0;-9.69651E-06
0;-8.86191E-06
0;-9.51783E-06
0;-1.04272E-05
0;-1.0598E-05
0;-1.78445E-05
0;-9.02378E-06
0;-2.53457E-06
0;2.7093E-06
0;-0.026901869
0;0.001073347
0;0.000760804
0;0.000670064
0;0.000707214
0;0.001720028
0;0.001764137
0;0.001975054
0;0.000607378
0;-0.000330445
0;-0.000490922
0;0.000765091
0;7.40468E-05
0;3.4183E-05
0;8.98972E-05
0;4.86881E-05
0;4.68807E-05
0;4.01646E-05
0;4.33803E-05
0;-3.42153E-06
0;5.67207E-05
0;0.000107122
0;0.000128864
0;4.35276E-05
0;-3.78003E-06
0;3.22372E-06
0;0.004059802
1;0.018023155
1;-0.004981995
1;0.005667302
1;-0.004775909
1;0.004549725
1;0.007120704
1;-0.004831983
1;0.004550264
1;0.004558851
1;0.007359798
1;-0.004790311
1;0.004549057
1;0.004559626
1;0.00455749
1;0.006228833
1;-0.005006762
1;0.004551626
1;0.004542499
1;0.004545053
1;0.004543458
1;0.005006573
1;-0.004559942
1;0.004534221
1;0.004522044
1;0.004524877
1;0.004523386
1;0.004539343
1;0.009633376
1;-0.005056134
1;0.004555026
1;0.004549382
1;0.004550339
1;0.004548601
1;0.004554377
1;0.004535803
1;0.00705095
1;-0.004170098
1;0.004526346
1;0.004536144
1;0.004532923
1;0.004534118
1;0.004523202
1;0.004532496
1;0.004524159
1;0.014917539
1;-0.004554329
1;0.004536455
1;0.00453223
1;0.004532909
1;0.004532191
1;0.004537902
1;0.004540705
1;0.004537186
1;0.004535443
1;0.032677731
1;-0.004557411
1;0.004535371
1;0.004528299
1;0.004530203
1;0.004529482
1;0.004538547
1;0.004543096
1;0.004536195
1;0.004533813
1;0.004538831
1;0.024767642
1;-0.005014145
1;0.004560607
1;0.004601752
1;0.004600154
1;0.004609139
1;0.004547691
1;0.004487765
1;0.004553641
1;0.004529397
1;0.004515558
1;0.004513247
1;0.007436924
1;0.000165695
1;-8.16959E-05
1;-2.59083E-05
1;-1.40002E-05
1;-9.09652E-06
1;-1.89545E-06
1;6.87465E-06
1;-1.98807E-05
1;-1.11242E-05
1;-3.41158E-06
1;8.42621E-06
1;0.000102443
1;0.000192145
1;0.000134023
1;-1.35873E-05
1;-0.00013363
1;-9.63873E-06
1;-4.62346E-06
1;-1.40787E-06
1;3.68576E-06
1;-1.76615E-05
1;-1.04338E-05
1;-4.2846E-06
1;6.4806E-06
1;0.000112641
1;0.000175312
1;0.000207681
1;0.000135848
1;-1.32852E-05
1;-1.88964E-05
1;-4.96187E-05
1;-3.21072E-06
1;-1.66313E-06
1;2.50047E-06
1;-1.75152E-05
1;-9.97822E-06
1;-4.68841E-06
1;5.80691E-06
1;0.000117563
1;0.000174262
1;0.000166695
1;0.00020167
1;0.00013314
1;-1.31257E-05
1;-1.84658E-05
1;-7.97777E-06
1;-7.02141E-06
1;-1.61072E-06
1;2.19611E-06
1;-1.73907E-05
1;-9.98509E-06
1;-4.80662E-06
1;5.64948E-06
1;0.000119376
1;0.000174475
1;0.000166986
1;0.000166442
1;0.000186908
1;0.000149829
1;-1.44805E-05
1;-2.20255E-05
1;-1.08745E-05
1;-5.81481E-06
1;-2.22401E-05
1;4.42661E-06
1;-1.86121E-05
1;-1.04851E-05
1;-4.13728E-06
1;6.96846E-06
1;0.000111128
1;0.000179107
1;0.000170815
1;0.00017003
1;0.000170304
1;0.00017893
1;0.0001586
1;-1.46707E-05
1;-2.15306E-05
1;-1.04672E-05
1;-5.26759E-06
1;-2.16202E-06
1;-0.000147887
1;-1.89547E-05
1;-1.01703E-05
1;-4.38917E-06
1;6.67709E-06
1;0.000114411
1;0.000180261
1;0.000172057
1;0.00017133
1;0.000171622
1;0.000175598
1;0.000218388
1;0.000139169
1;-1.37003E-05
1;-1.99113E-05
1;-9.07651E-06
1;-3.87843E-06
1;-1.64554E-06
1;3.02838E-06
1;-9.90067E-05
1;-1.0298E-05
1;-4.60844E-06
1;6.18418E-06
1;0.00011758
1;0.000177818
1;0.000169969
1;0.000169332
1;0.000169646
1;0.000173399
1;0.0001747
1;0.000200537
1;0.000141109
1;-1.43606E-05
1;-2.25868E-05
1;-1.1252E-05
1;-6.27238E-06
1;-1.39884E-06
1;4.95248E-06
1;-1.83867E-05
1;-0.000582174
1;-3.96021E-06
1;7.27812E-06
1;0.000109473
1;0.000179707
1;0.000171273
1;0.000170432
1;0.000170695
1;0.000174849
1;0.000176059
1;0.00017383
1;0.000278883
1;0.000184268
1;-1.68511E-05
1;-2.74549E-05
1;-1.52931E-05
1;-1.03603E-05
1;-2.3843E-06
1;7.61737E-06
1;-2.0885E-05
1;-1.10443E-05
1;-0.001387622
1;8.89315E-06
1;0.00010019
1;0.000187548
1;0.000178012
1;0.00017688
1;0.000177073
1;0.000181923
1;0.000183069
1;0.000180518
1;0.000182551
1;0.000297774
1;0.000148379
1;-1.51282E-05
1;-2.47821E-05
1;-1.29848E-05
1;-8.08455E-06
1;-1.39296E-06
1;6.33623E-06
1;-1.90698E-05
1;-1.13568E-05
1;-3.56356E-06
1;-0.001136059
1;0.000105
1;0.000183189
1;0.000174241
1;0.00017325
1;0.000173479
1;0.000177964
1;0.00017913
1;0.000176761
1;0.000178547
1;0.000186172
1;0.000306167
1;0.00010194
1;-1.13835E-05
1;-1.60473E-05
1;-6.24205E-06
1;-1.32733E-06
1;-8.08914E-07
1;1.42128E-06
1;-1.53594E-05
1;-9.81627E-06
1;-4.73431E-06
1;4.97029E-06
1;0.000201926
1;0.000163552
1;0.000156754
1;0.000156311
1;0.000156647
1;0.000159804
1;0.000161064
1;0.00015929
1;0.000160156
1;0.000165919
1;0.00016268
1;0.000195689
1;-4.47694E-05
1;0.000178054
1;0.000170649
1;0.000181746
1;0.000186807
1;0.000190654
1;0.000196673
1;0.000173923
1;0.000181932
1;0.000188222
1;0.000199271
1;0.000303965
1;0.000178573
1;0.000170346
1;0.000169578
1;0.000169856
1;0.00017387
1;0.000175112
1;0.000172932
1;0.000174353
1;0.00018137
1;0.000177442
1;0.000159395
1;0.00021909
1;1.11455E-05
1;-3.506E-09
1;-3.41785E-07
1;3.16908E-07
1;8.64503E-07
1;-2.76385E-07
1;-7.09337E-07
1;-1.30677E-06
1;-5.44975E-07
1;-7.12418E-07
1;-2.8423E-08
1;1.39271E-05
1;1.38679E-05
1;1.36385E-05
1;1.36869E-05
1;1.37392E-05
1;1.38548E-05
1;1.40094E-05
1;1.39123E-05
1;1.38468E-05
1;1.41621E-05
1;1.39685E-05
1;1.2959E-05
1;1.38296E-05
1;1.20564E-06
1;1.21031E-05
1;-9.23826E-07
1;-1.25388E-06
1;1.21723E-07
1;6.60246E-07
1;-2.81386E-07
1;-5.56097E-07
1;-1.38665E-06
1;-5.87929E-07
1;-6.67823E-07
1;6.3551E-08
1;1.3406E-05
1;1.437E-05
1;1.26938E-05
1;1.39773E-05
1;1.40257E-05
1;1.41778E-05
1;1.43274E-05
1;1.42147E-05
1;1.41769E-05
1;1.45409E-05
1;1.43219E-05
1;1.32177E-05
1;1.41497E-05
1;1.21418E-06
1;1.29442E-06
1;1.22441E-05
1;-9.4636E-07
1;-6.68728E-07
1;-4.26074E-06
1;5.85531E-07
1;-2.76814E-07
1;-4.9751E-07
1;-1.40263E-06
1;-6.04047E-07
1;-6.47924E-07
1;9.6634E-08
1;1.31503E-05
1;1.44218E-05
1;1.39795E-05
1;1.27441E-05
1;1.40519E-05
1;1.42162E-05
1;1.4363E-05
1;1.42455E-05
1;1.42179E-05
1;1.45971E-05
1;1.43704E-05
1;1.32385E-05
1;1.41873E-05
1;1.21169E-06
1;1.22673E-06
1;1.30531E-06
1;1.26405E-05
1;-9.56786E-07
1;-6.7241E-07
1;4.4684E-08
1;-2.71778E-06
1;-2.91442E-07
1;-4.97147E-07
1;-1.41368E-06
1;-5.88863E-07
1;-6.4605E-07
1;9.4949E-08
1;1.30817E-05
1;1.43639E-05
1;1.39228E-05
1;1.39484E-05
1;1.33205E-05
1;1.41589E-05
1;1.43054E-05
1;1.41879E-05
1;1.41602E-05
1;1.4539E-05
1;1.43123E-05
1;1.31841E-05
1;1.41301E-05
1;1.20686E-06
1;1.22184E-06
1;1.22051E-06
1;1.26358E-06
1;1.17334E-05
1;-8.82754E-07
1;-4.67564E-07
1;2.14704E-07
1;7.57281E-07
1;-1.81803E-07
1;-6.30659E-07
1;-1.35003E-06
1;-5.62865E-07
1;-6.88905E-07
1;1.8183E-08
1;1.36386E-05
1;1.41731E-05
1;1.37766E-05
1;1.38165E-05
1;1.38667E-05
1;1.38859E-05
1;1.41527E-05
1;1.40477E-05
1;1.39964E-05
1;1.43363E-05
1;1.41298E-05
1;1.30732E-05
1;1.39741E-05
1;1.20686E-06
1;1.21979E-06
1;1.21774E-06
1;1.21289E-06
1;1.21603E-06
1;1.14159E-05
1;-8.6872E-07
1;-4.52992E-07
1;2.26485E-07
1;7.66986E-07
1;-2.72944E-07
1;-1.23107E-06
1;-1.33356E-06
1;-5.66362E-07
1;-6.88106E-07
1;1.5207E-08
1;1.36249E-05
1;1.41143E-05
1;1.37215E-05
1;1.37619E-05
1;1.38122E-05
1;1.39442E-05
1;1.31083E-05
1;1.39919E-05
1;1.39397E-05
1;1.42761E-05
1;1.40718E-05
1;1.30226E-05
1;1.39178E-05
1;1.2026E-06
1;1.21538E-06
1;1.2133E-06
1;1.20846E-06
1;1.20751E-06
1;1.23761E-06
1;1.24472E-05
1;-9.33708E-07
1;-5.98153E-07
1;1.05022E-07
1;6.40701E-07
1;-2.93287E-07
1;-5.47216E-07
1;-2.95155E-06
1;-5.74821E-07
1;-6.62062E-07
1;6.5944E-08
1;1.32802E-05
1;1.42892E-05
1;1.38646E-05
1;1.38956E-05
1;1.39435E-05
1;1.40964E-05
1;1.4245E-05
1;1.32305E-05
1;1.40954E-05
1;1.446E-05
1;1.42405E-05
1;1.31391E-05
1;1.40683E-05
1;1.20656E-06
1;1.22078E-06
1;1.21918E-06
1;1.21434E-06
1;1.2122E-06
1;1.2078E-06
1;1.26095E-06
1;1.18699E-05
1;-8.84286E-07
1;-4.55798E-07
1;2.23529E-07
1;7.68009E-07
1;-2.89006E-07
1;-6.41665E-07
1;-1.3538E-06
1;5.15519E-06
1;-6.92964E-07
1;1.2044E-08
1;1.36847E-05
1;1.4172E-05
1;1.37781E-05
1;1.38191E-05
1;1.38697E-05
1;1.40018E-05
1;1.41544E-05
1;1.40499E-05
1;1.14271E-05
1;1.43347E-05
1;1.4129E-05
1;1.30764E-05
1;1.39753E-05
1;1.20797E-06
1;1.22076E-06
1;1.21865E-06
1;1.2138E-06
1;1.21288E-06
1;1.20854E-06
1;1.21316E-06
1;1.30162E-06
1;1.07397E-05
1;-8.10726E-07
1;-2.94262E-07
1;3.55837E-07
1;9.03649E-07
1;-2.67396E-07
1;-7.35107E-07
1;-1.28243E-06
1;-5.42746E-07
1;1.45201E-05
1;-4.4286E-08
1;1.40092E-05
1;1.39219E-05
1;1.35648E-05
1;1.3616E-05
1;1.3669E-05
1;1.37776E-05
1;1.39328E-05
1;1.38389E-05
1;1.37686E-05
1;1.25481E-05
1;1.38859E-05
1;1.28952E-05
1;1.3753E-05
1;1.19877E-06
1;1.20992E-06
1;1.20729E-06
1;1.20246E-06
1;1.20285E-06
1;1.19863E-06
1;1.2023E-06
1;1.20397E-06
1;1.22045E-06
1;1.15093E-05
1;-8.51663E-07
1;-3.6732E-07
1;2.94311E-07
1;8.42013E-07
1;-2.86682E-07
1;-6.9695E-07
1;-1.32437E-06
1;-5.40864E-07
1;-7.09033E-07
1;1.48509E-05
1;1.38731E-05
1;1.40404E-05
1;1.36669E-05
1;1.3714E-05
1;1.37659E-05
1;1.38848E-05
1;1.40392E-05
1;1.39404E-05
1;1.38773E-05
1;1.41976E-05
1;1.16025E-05
1;1.29827E-05
1;1.38593E-05
1;1.20374E-06
1;1.2156E-06
1;1.21319E-06
1;1.20836E-06
1;1.20818E-06
1;1.2039E-06
1;1.20799E-06
1;1.20927E-06
1;1.19992E-06
1;1.26023E-06
1;1.33085E-05
1;-1.02229E-06
1;-1.16349E-06
1;-4.57939E-07
1;-4.3819E-08
1;-2.71836E-07
1;-2.9996E-08
1;-1.37708E-06
1;-5.71422E-07
1;-4.19508E-07
1;3.03577E-07
1;-7.35338E-06
1;1.26581E-05
1;1.21564E-05
1;1.21365E-05
1;1.21651E-05
1;1.23901E-05
1;1.24978E-05
1;1.23625E-05
1;1.2408E-05
1;1.284E-05
1;1.25902E-05
1;1.3728E-05
1;1.23593E-05
1;1.01681E-06
1;1.03543E-06
1;1.03641E-06
1;1.03235E-06
1;1.02496E-06
1;1.02096E-06
1;1.02937E-06
1;1.02539E-06
1;1.012E-06
1;1.01863E-06
1;1.39651E-06
1;1.25786E-05
1;-1.51218E-06
1;-1.10255E-06
1;-4.1827E-07
1;1.24449E-07
1;-9.07772E-07
1;-1.2417E-06
1;-1.98E-06
1;-1.17934E-06
1;-1.30567E-06
1;-5.95981E-07
1;1.29881E-05
1;1.4197E-05
1;1.37969E-05
1;1.3836E-05
1;1.3886E-05
1;1.40223E-05
1;1.41741E-05
1;1.40679E-05
1;1.40181E-05
1;1.43613E-05
1;1.41529E-05
1;1.30905E-05
1;1.2794E-05
1;1.20783E-06
1;1.22091E-06
1;1.2189E-06
1;1.21405E-06
1;1.21288E-06
1;1.20854E-06
1;1.21332E-06
1;1.21391E-06
1;1.20378E-06
1;1.20916E-06
1;1.02629E-06
1;1.25874E-06
1;-0.00023386
1;2.00342E-05
1;3.42124E-05
1;2.07849E-05
1;1.5934E-05
1;3.36532E-06
1;-1.14214E-05
1;2.40308E-05
1;1.15969E-05
1;2.22619E-06
1;-1.12226E-05
1;-8.79757E-05
1;-0.00019924
1;-0.00018814
1;-0.00018659
1;-0.000186687
1;-0.000192525
1;-0.000193577
1;-0.000190578
1;-0.000193316
1;-0.000202854
1;-0.000197568
1;-0.000174648
1;-0.000191891
1;-1.46566E-05
1;-1.51046E-05
1;-1.51823E-05
1;-1.5123E-05
1;-1.48657E-05
1;-1.48005E-05
1;-1.50239E-05
1;-1.48611E-05
1;-1.45549E-05
1;-1.46989E-05
1;-1.34911E-05
1;-1.48951E-05
1;0.000216939
1;-1.02293E-05
1;7.74156E-07
1;2.09918E-07
1;-4.23582E-07
1;-9.72929E-07
1;2.59159E-07
1;7.84201E-07
1;1.24711E-06
1;5.32433E-07
1;7.32393E-07
1;7.4328E-08
1;-1.41641E-05
1;-1.37763E-05
1;-1.34389E-05
1;-1.34955E-05
1;-1.35497E-05
1;-1.36458E-05
1;-1.38024E-05
1;-1.3714E-05
1;-1.36347E-05
1;-1.39231E-05
1;-1.3744E-05
1;-1.27868E-05
1;-1.36222E-05
1;-1.19277E-06
1;-1.20305E-06
1;-1.20014E-06
1;-1.19533E-06
1;-1.19641E-06
1;-1.19225E-06
1;-1.19543E-06
1;-1.19757E-06
1;-1.18927E-06
1;-1.19383E-06
1;-1.00398E-06
1;-1.19729E-06
1;1.43794E-05
1;1.18375E-06
1;-0.002009122
1;6.23331E-05
1;2.07844E-05
1;3.2998E-05
1;2.63076E-05
1;7.19251E-05
1;1.31057E-05
1;7.40708E-05
1;-5.95948E-05
1;5.18684E-06
1;9.13529E-06
1;4.78332E-05
1;6.21473E-06
1;7.21269E-06
1;5.88144E-06
1;6.08112E-06
1;5.9504E-06
1;4.35687E-06
1;6.28655E-06
1;7.7411E-06
1;4.4377E-06
1;8.20527E-06
1;8.62486E-06
1;6.089E-06
1;-2.61988E-07
1;-2.36469E-07
1;-2.05218E-07
1;-2.72195E-07
1;-2.66055E-07
1;-2.29258E-07
1;-2.92262E-07
1;-2.95073E-07
1;-2.33013E-07
1;-3.02082E-07
1;-2.49621E-07
1;-2.90566E-07
1;-1.58632E-06
1;2.1482E-07
1;0.000311038
2;0.052335589
2;-0.025223463
2;0.031022532
2;-0.024302008
2;0.02447364
2;0.068454142
2;-0.024718176
2;0.024484771
2;0.024476838
2;0.047665406
2;-0.024582827
2;0.024481151
2;0.024477695
2;0.024479256
2;0.04389018
2;-0.025706672
2;0.024511211
2;0.024470581
2;0.024488931
2;0.024482963
2;0.027676914
2;-0.025104728
2;0.02449511
2;0.024474391
2;0.024483749
2;0.024480705
2;0.024505975
2;0.066682732
2;-0.025916887
2;0.024516833
2;0.02446925
2;0.024490741
2;0.024483751
2;0.024541786
2;0.024510702
2;0.045115778
2;-0.023861204
2;0.024461849
2;0.024482263
2;0.024473043
2;0.024476042
2;0.024451144
2;0.02446448
2;0.024446487
2;0.179062243
2;-0.024059195
2;0.024467145
2;0.02448101
2;0.024474748
2;0.024476784
2;0.024459874
2;0.024468932
2;0.024456711
2;0.024487643
2;0.075443175
2;-0.02527569
2;0.024499683
2;0.024473309
2;0.024485221
2;0.024481347
2;0.024513513
2;0.024496284
2;0.02451953
2;0.024460692
2;0.024466359
2;0.126458081
2;-0.024892389
2;0.024489431
2;0.024475735
2;0.024481921
2;0.024479909
2;0.024496612
2;0.024487666
2;0.024499737
2;0.024469184
2;0.024472127
2;0.024490207
2;0.038216873
2;-5.88551E-05
2;0.002014189
2;-3.72579E-07
2;5.06676E-07
2;2.2072E-07
2;2.59511E-06
2;1.32336E-06
2;3.03924E-06
2;-1.30388E-06
2;-8.85579E-07
2;1.68456E-06
2;8.74742E-07
2;0.002852142
2;-0.000193725
2;5.18163E-06
2;0.013607662
2;1.66776E-06
2;7.26513E-07
2;8.54197E-06
2;4.35592E-06
2;1.00038E-05
2;-4.29181E-06
2;-2.91494E-06
2;5.54483E-06
2;2.87927E-06
2;4.09291E-07
2;0.010334626
2;3.42154E-05
2;-9.15172E-07
2;2.16599E-07
2;0.007129789
2;-1.28316E-07
2;-1.50867E-06
2;-7.69336E-07
2;-1.76686E-06
2;7.58013E-07
2;5.14832E-07
2;-9.79319E-07
2;-5.08532E-07
2;-7.2288E-08
2;-2.37941E-07
2;0.006265471
2;-6.53718E-05
2;1.74852E-06
2;-4.13832E-07
2;5.62777E-07
2;0.00633164
2;2.88245E-06
2;1.46989E-06
2;3.37576E-06
2;-1.44826E-06
2;-9.83635E-07
2;1.87108E-06
2;9.71598E-07
2;1.38114E-07
2;4.54609E-07
2;-8.0292E-08
2;0.005341097
2;-4.9042E-05
2;1.31174E-06
2;-3.10458E-07
2;4.22197E-07
2;1.83919E-07
2;0.000962987
2;1.10271E-06
2;2.5325E-06
2;-1.08648E-06
2;-7.37925E-07
2;1.40369E-06
2;7.28895E-07
2;1.03613E-07
2;3.41049E-07
2;-6.0236E-08
2;1.15086E-07
2;0.000965441
2;-9.02733E-05
2;2.41457E-06
2;-5.71469E-07
2;7.77151E-07
2;3.38545E-07
2;3.98044E-06
2;0.012204579
2;4.66166E-06
2;-1.99993E-06
2;-1.35832E-06
2;2.58381E-06
2;1.3417E-06
2;1.90724E-07
2;6.27779E-07
2;-1.10877E-07
2;2.11842E-07
2;1.58924E-07
2;0.011027754
2;-2.80103E-05
2;7.492E-07
2;-1.77317E-07
2;2.41137E-07
2;1.05045E-07
2;1.23506E-06
2;6.29812E-07
2;0.006493588
2;-6.20543E-07
2;-4.21464E-07
2;8.01713E-07
2;4.16307E-07
2;5.9178E-08
2;1.94789E-07
2;-3.4403E-08
2;6.5731E-08
2;4.9311E-08
2;9.0769E-08
2;0.005102105
2;-0.000338335
2;9.04955E-06
2;-2.14181E-06
2;2.91268E-06
2;1.26883E-06
2;1.49183E-05
2;7.60747E-06
2;1.74714E-05
2;0.050374404
2;-5.09085E-06
2;9.68386E-06
2;5.02855E-06
2;7.14813E-07
2;2.35285E-06
2;-4.15557E-07
2;7.9396E-07
2;5.95631E-07
2;1.0964E-06
2;3.40193E-07
2;0.076726035
2;-0.000146536
2;3.91945E-06
2;-9.27638E-07
2;1.26151E-06
2;5.49544E-07
2;6.46126E-06
2;3.29487E-06
2;7.56704E-06
2;-3.24638E-06
2;0.016741055
2;4.19418E-06
2;2.17792E-06
2;3.09593E-07
2;1.01904E-06
2;-1.79982E-07
2;3.43872E-07
2;2.57974E-07
2;4.7486E-07
2;1.47341E-07
2;1.77973E-06
2;0.026066652
2;-2.63049E-05
2;7.03586E-07
2;-1.66522E-07
2;2.26456E-07
2;9.8649E-08
2;1.15987E-06
2;5.91467E-07
2;1.35837E-06
2;-5.82762E-07
2;-3.95804E-07
2;0.027627874
2;3.90961E-07
2;5.5575E-08
2;1.8293E-07
2;-3.2309E-08
2;6.1729E-08
2;4.6309E-08
2;8.5243E-08
2;2.6449E-08
2;3.19481E-07
2;1.38371E-07
2;0.050232937
2;-9.08254E-05
2;2.42934E-06
2;-5.74965E-07
2;7.81904E-07
2;3.40616E-07
2;4.00479E-06
2;2.04221E-06
2;4.69017E-06
2;-2.01216E-06
2;-1.36663E-06
2;2.59962E-06
2;0.004272281
2;1.9189E-07
2;6.31619E-07
2;-1.11556E-07
2;2.13137E-07
2;1.59896E-07
2;2.94326E-07
2;9.1324E-08
2;1.1031E-06
2;4.77765E-07
2;8.5764E-08
2;0.002150726
2;0.007609259
2;-0.007740684
2;-0.00774515
2;-0.007743133
2;-0.007743789
2;-0.007738341
2;-0.007741259
2;-0.007737322
2;-0.007747287
2;-0.007746327
2;-0.007740431
2;-0.007742289
2;2.85296E-07
2;9.3907E-07
2;-1.65857E-07
2;3.16886E-07
2;2.37728E-07
2;4.37594E-07
2;1.35778E-07
2;1.64006E-06
2;7.10325E-07
2;1.27511E-07
2;4.40271E-07
2;0.00668002
2;4.8235E-06
2;0.000126602
