"a1";"b0";"p";"q";"b2"
1.22176769442502e-05;1.1970309002112e-06;-7.62126183600398e-08;-4.38813827489661e-09;3.14426794849115e-08
1.1970309002112e-06;0.00172265715087086;0.0126729918073808;0.000214743127009577;-0.00160165508190462
-7.62126183600398e-08;0.0126729918073808;0.111793647933329;0.00101657282488034;-0.0121968029778922
-4.38813827489661e-09;0.000214743127009577;0.00101657282488034;0.000239201693497638;-0.00020830838304999
3.14426794849115e-08;-0.00160165508190462;-0.0121968029778922;-0.00020830838304999;0.00155341787170197
