"a1";"b1";"b2";"b3";"b4";"b5";"b0.(Intercept)";"b0.group.vegMS1"
4.59303054743545e-06;3.68921960173443e-06;-1.78035659564448e-08;2.3385584731143e-06;2.12062342607622e-06;7.89000075845836e-10;-5.45944976288796e-06;5.04610001326428e-08
3.68921960173443e-06;0.462416915004164;0.00768581292918831;0.306829930882104;0.205173159509179;3.57864602265648e-05;-0.807708979422763;0.00190623224157229
-1.78035659564448e-08;0.00768581292918831;0.000804651643089197;0.00617248354719466;0.00246857731186725;6.07886530983736e-07;-0.0145347148510245;3.24538673416967e-05
2.3385584731143e-06;0.306829930882104;0.00617248354719466;0.205359323523789;0.134454871305998;2.37052079270102e-05;-0.537769359355162;0.00126541028706206
2.12062342607622e-06;0.205173159509179;0.00246857731186725;0.134454871305998;0.0934458942879914;1.5949123637017e-05;-0.356695981321531;0.000848093144140708
7.89000075845836e-10;3.57864602265648e-05;6.07886530983736e-07;2.37052079270102e-05;1.5949123637017e-05;1.16428324623196e-06;-0.000104296338453496;1.03253907879707e-05
-5.45944976288796e-06;-0.807708979422763;-0.0145347148510245;-0.537769359355162;-0.356695981321531;-0.000104296338453496;1.41427861503513;-0.00374117532034307
5.04610001326428e-08;0.00190623224157229;3.24538673416967e-05;0.00126541028706206;0.000848093144140708;1.03253907879707e-05;-0.00374117532034307;0.00055564794039629
